query,origin_instruct,app,ground_truth_tool
帮我在快手商城收藏一下匡威帆布鞋呗？,在快手的商城中收藏<搜索内容>,快手,"[
    {
        ""name"": ""add_into_favorite_goods(app, search_info_slot)"",
        ""description"": ""在app程序中搜索商品,并将其添加到商品收藏夹中""
    }
]"
在快手商城直播里搜索一下科沃斯扫地机器人好吧？,在快手的商城直播中搜索<搜索内容>,快手,"[
    {
        ""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"",
        ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""
    }
]"
yoyo帮我在快手打开商城中的百草味店铺。,在快手中打开商城中的<店铺名>店铺,快手,"[
    {
        ""name"": ""open_stores_page(app, store_name_slot, search_info_slot, category_slot)"",
        ""description"": ""通过店铺名称找到并打开店铺的内容页面,可以在其中进行店铺内搜索或打开类别子页面""
    }
]"
我需要yoyo你在快手商城的华为官方店搜索MateBook XPro好吗？,在快手中商城中的<店铺名>店铺内搜索<搜索内容>,快手,"[
    {
        ""name"": ""open_stores_page(app, store_name_slot, search_info_slot, category_slot)"",
        ""description"": ""通过店铺名称找到并打开店铺的内容页面,可以在其中进行店铺内搜索或打开类别子页面""
    }
]"
请在快手商城yoyo帮我打开优衣库店铺的衬衫类别。,在快手中打开商城中的<店铺名>店铺的<类别>类别,快手,"[
    {
        ""name"": ""open_stores_page(app, store_name_slot, search_info_slot, category_slot)"",
        ""description"": ""通过店铺名称找到并打开店铺的内容页面,可以在其中进行店铺内搜索或打开类别子页面""
    }
]"
帮我在快手关注一下商城中的资生堂店铺？,在快手中关注商城中的<店铺名>店铺,快手,"[
    {
        ""name"": ""add_into_favorite_stores(app, search_info_slot)"",
        ""description"": ""在app程序中按照店铺名搜索店铺,并将其添加到店铺收藏夹中""
    }
]"
在快手商城搜搜运动鞋，帮我筛选下白色的哈。,在快手中搜索商城中的<搜索内容>筛选<筛选条件>,快手,"[
    {
        ""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"",
        ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""
    }
]"
帮我在快手查看商城中三星手机订单的物流单号呗？,在快手中查看商城<搜索内容>订单的物流单号,快手,"[
    {
        ""name"": ""open_order_tracking_number(app, search_info_slot)"",
        ""description"": ""在app中查询指定订单的物流单号""
    }
]"
能在快手拨打商城中欧莱雅订单的快递电话吗？,在快手中拨打商城<搜索内容>订单的快递电话,快手,"[
    {
        ""name"": ""call_order_courier(app, search_info_slot)"",
        ""description"": ""在app中拨打指定订单的快递电话""
    }
]"
请在快手给商城中的飞利浦剃须刀订单催发货。,在快手中给商城<搜索内容>订单催发货,快手,"[
    {
        ""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"",
        ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""
    }
]"
帮我在快手给商城中的催一下大疆无人机的配送。,在快手中给商城<搜索内容>订单催配送,快手,"[
    {
        ""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"",
        ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""
    }
]"
在快手给商城中的施华洛世奇项链订单确认一哈收货？,在快手中给商城<搜索内容>订单确认收货,快手,"[
    {
        ""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"",
        ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""
    }
]"
我需要在快手商城中的申请一下小米路由器的售后？,在快手中给商城<搜索内容>订单申请售后,快手,"[
    {
        ""name"": ""apply_after_sales(app, search_info_slot, after_sales_type, reason_slot)"",
        ""description"": ""在app应用程序中搜索订单,并申请售后""
    }
]"
快手给商城中的码数太小了，需要到Nike运动鞋订单申请换货。,在快手中给商城<搜索内容>订单申请<售后类型>且原因为<原因>,快手,"[
    {
        ""name"": ""apply_after_sales(app, search_info_slot, after_sales_type, reason_slot)"",
        ""description"": ""在app应用程序中搜索订单,并申请售后""
    }
]"
快手商城中的自嗨锅订单帮我评价一下哈？,在快手中评价商城<搜索内容>订单,快手,"[
    {
        ""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"",
        ""description"": ""在app应用程序评价商城中的指定订单""
    }
]"
在快手给商城中的花西子眉笔订单打个四星评价呗,在快手中评价商城<搜索内容>订单且星级为<星级>,快手,"[
    {
        ""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"",
        ""description"": ""在app应用程序评价商城中的指定订单""
    }
]"
请在快手给商城中的九阳空气炸锅订单打个评价“操作简单，炸物很美味”。,在快手中评价商城<搜索内容>订单且评价内容为<文本内容>,快手,"[
    {
        ""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"",
        ""description"": ""在app应用程序评价商城中的指定订单""
    }
]"
帮我在快手给商城中的周大生戒指订单评价并上传图片呗？,在快手中评价商城<搜索内容>订单并上传图片,快手,"[
    {
        ""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"",
        ""description"": ""在app应用程序评价商城中的指定订单""
    }
]"
请在快手给商城中的OLAY小白瓶订单给个图片五星评价内容为“美白效果明显”。,在快手中评价商城<搜索内容>订单，星级为<星级>，评价内容为<文本内容>，并上传图片,快手,"[
    {
        ""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"",
        ""description"": ""在app应用程序评价商城中的指定订单""
    }
]"
在快手商城打开国家补贴帮我搜一下洗衣机呗？,在快手中打开商城的国家补贴并搜索<搜索内容>,快手,"[
    {
        ""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"",
        ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""
    }
]"
yoyo，在快手极速版商城搜一下清风卷纸呗？,在快手极速版的商城中搜索<搜索内容>,快手极速版,"[
    {
        ""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"",
        ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""
    }
]"
我想要快手极速版商城看一下奥妙洗衣液的评论,在快手极速版的商城中打开<搜索内容>的评论,快手极速版,"[
    {
        ""name"": ""open_goods_page(app, search_info_slot, page_type)"",
        ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""
    }
]"
帮我把安踏篮球鞋的规格在快手极速版商城打开,在快手极速版的商城中打开<搜索内容>的规格,快手极速版,"[
    {
        ""name"": ""open_goods_page(app, search_info_slot, page_type)"",
        ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""
    }
]"
在快手极速版商城帮我打开红米Note12的参数,在快手极速版的商城中打开<搜索内容>的参数,快手极速版,"[
    {
        ""name"": ""open_goods_page(app, search_info_slot, page_type)"",
        ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""
    }
]"
帮我在快手极速版商城打开美的微波炉的详情页呗？,在快手极速版的商城中打开<搜索内容>的详情,快手极速版,"[
    {
        ""name"": ""open_goods_page(app, search_info_slot, page_type)"",
        ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""
    }
]"
帮我把韩束巨水光面膜加入快手极速版商城的购物车。,在快手极速版的商城中加入购物车<搜索内容>,快手极速版,[]
能帮我把200ml的倩碧黄油加入快手极速版商城购物车吗？,在快手极速版的商城中加入购物车<规格>的<搜索内容>,快手极速版,[]
yoyo帮我在快手极速版商城把4袋洗衣粉加入购物车。,在快手极速版的商城中加入购物车<数量>的<搜索内容>,快手极速版,[]
yoyo请在快手极速版商城将2瓶1L的金龙鱼食用油加入购物车。,在快手极速版的商城中加入购物车<规格><数量>的<搜索内容>,快手极速版,[]
yoyo我需要在快手极速版商城下单六神花露水,在快手极速版的商城中下单<搜索内容>,快手极速版,"[
    {
        ""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"",
        ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""
    }
]"
能在快手极速版商城下单32寸的海信电视吗？,在快手极速版的商城中下单<规格>的<搜索内容>,快手极速版,"[
    {
        ""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"",
        ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""
    }
]"
我需要做蛋挞，帮我在快手极速版商城下单6个蛋挞皮。,在快手极速版的商城中下单<数量>的<搜索内容>,快手极速版,"[
    {
        ""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"",
        ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""
    }
]"
