大类,app,指令,query,是否重复（1/0）,修改后query,plan（在xx中做什么）,问题,标注人,assistant,,,,,,,
购物-评价,抖音,在抖音中评价商城<搜索内容>订单且评价内容为<文本内容>,我在抖音短视频里怎么评价商城买的运动鞋订单啊，评价内容要写“鞋子质量一般，不太舒服”。,,,在抖音短视频中评价商城运动鞋订单且评价内容为鞋子质量一般，不太舒服,√,于玺,好的，已帮您在抖音商城的订单中提交了“鞋子质量一般，不太舒服”的评价，辛苦您了~如果还有其他需要反馈的，随时找我YoYo哦。,,,,,,,
购物-评价,抖音,在抖音中评价商城<搜索内容>订单且评价内容为<文本内容>,帮我直接在抖音极速版里面给之前买的那件卫衣订单写个评价，内容是“颜色和图片差太多，很失望”。,,帮我直接在抖音商城里面给之前买的那件卫衣订单写个评价，内容是“颜色和图片差太多，很失望”。,在抖音中给商城卫衣订单写评价，内容为颜色和图片差太多，很失望,√,于玺,已经帮您在抖音商城的那件卫衣订单下发表了评价：“颜色和图片差太多，很失望”。如果您还有其他需要处理的事情，随时告诉我哦～,,,,,,,
购物-评价,抖音,在抖音中评价商城<搜索内容>订单并上传图片,YoYo，我在抖音商城买了双运动鞋，怎么评价订单啊，还要上传图片。,,,在抖音中评价商城运动鞋订单并上传图片,√,于玺,好的，已经帮您打开了抖音商城的订单评价界面，并为您选好了上传图片的选项，现在可以轻松完成评价啦！还有其他需要帮忙的吗？,,,,,,,
购物-评价,抖音,在抖音中评价商城<搜索内容>订单并上传图片,在抖音极速版里怎么给我刚收到的手机壳评价并上传图片呀？,,在抖音商城里怎么给我刚收到的手机壳评价并上传图片呀？,在抖音中评价商城手机壳订单并上传图片,√,于玺,已经帮您找到抖音商城中您刚收到的手机壳订单，评价页面已打开，并且图片也上传好啦。需要我再帮您做点什么吗？,,,,,,,
购物-评价,抖音,在抖音中评价商城<搜索内容>订单，星级为<星级>，评价内容为<文本内容>，并上传图片,YoYo，我在抖音商城买了个手机壳，现在要给订单评5星，评价内容写“包装完好，手机壳质量很好”，还要上传几张图片，怎么操作呀？,,,在抖音中给商城手机壳订单评5星，评价内容为包装完好，手机壳质量很好，并上传图片,√,于玺,已为您在抖音商城的手机壳订单写下“包装完好，手机壳质量很好”的五星好评，并成功上传了相关图片，宝贝可以随时查看哦～还有其他需要YoYo帮忙的吗？,,,,,,,
购物-评价,抖音,在抖音中评价商城<搜索内容>订单，星级为<星级>，评价内容为<文本内容>，并上传图片,在抖音极速版里找到我之前买的小米手机壳的订单，帮我评价为5星，并填写评价内容为“非常满意，物超所值”，然后上传一张商品实物图。,,在抖音商城里找到我之前买的小米手机壳的订单，帮我评价为5星，并填写评价内容为“非常满意，物超所值”，然后上传一张商品实物图。,在抖音中查找商城小米手机壳订单，评价为5星，填写评价内容为非常满意，物超所值，并上传一张商品实物图,√,于玺,已经为您在抖音商城中找到小米手机壳的订单，并完成了五星好评，评价内容已填写为“非常满意，物超所值”，同时已上传商品实物图片。还有其他需要帮您处理的吗？,,,,,,,
购物-搜索,抖音极速版,在抖音极速版的商城中搜索<搜索内容>,帮我打开抖音极速版，搜索儿童玩具。,,帮我打开抖音极速版的商城，搜索儿童玩具。,在抖音极速版中的商城搜索儿童玩具,√,于玺,好的呀，已经帮您打开抖音极速版的商城，并搜索了“儿童玩具”，快去看看有没有喜欢的吧！有需要进一步帮助可以随时告诉我哦~,,,,,,,
购物-搜索,抖音极速版,在抖音极速版的商城中搜索<搜索内容>,在抖音极速里面找一下运动鞋。,,在抖音极速的商城里面找一下运动鞋。,在抖音极速中的商城查找运动鞋,√,于玺,好的呀，已经在抖音极速商城为您找到了运动鞋的相关页面，有需要可以随时告诉我哦～,,,,,,,
购物-打开,抖音极速版,在抖音极速版的商城中打开<搜索内容>的评论,在抖音极速版里打开蓝牙耳机的评论看看。,,在抖音极速版的商城里打开蓝牙耳机的评论看看。,在抖音极速版中的商城打开蓝牙耳机的评论,√,于玺,好的，已经帮您打开了抖音极速版商城里的蓝牙耳机评论页面，您可以看看其他用户的评价哦。还有其他想了解的，随时告诉我~,,,,,,,
购物-打开,抖音极速版,在抖音极速版的商城中打开<搜索内容>的评论,帮我打开抖音极速里面运动鞋的评论区。,,帮我打开抖音极速的商城里面运动鞋的评论区。,在抖音极速中的商城打开运动鞋的评论区,√,于玺,好的，已经为您打开抖音极速商城中运动鞋的评论区啦，您可以尽情查看其他买家的评价哦。需要YoYo帮您做点别的吗？,,,,,,,
购物-打开,抖音极速版,在抖音极速版的商城中打开<搜索内容>的规格,帮我打开抖音极速版商城里连衣裙的规格页面。,,,在抖音极速版中的商城打开连衣裙的规格页面,√,于玺,好的，已为您打开抖音极速版商城里的连衣裙规格页面，您可以查看详细信息啦，有其他需要随时告诉我哦~,,,,,,,
购物-打开,抖音极速版,在抖音极速版的商城中打开<搜索内容>的规格,YoYo，我在极速版抖音搜索了运动鞋，能帮我看看有哪些规格可选吗？,,YoYo，我在极速版抖音商城搜索了运动鞋，能帮我看看有哪些规格可选吗？,在极速版抖音中的商城查看运动鞋的可选规格,√,于玺,好的，已经在极速版抖音商城为您查找到了运动鞋的相关信息，目前有多种规格可选，包括不同尺码、颜色和款式，您可以根据自己的需求挑选心仪的那一款哦。需要更具体的推荐可以随时告诉我~,,,,,,,
购物-打开,抖音极速版,在抖音极速版的商城中打开<搜索内容>的参数,帮我打开抖音极速版商城里的连衣裙搜索页面。,,帮我打开抖音极速版，在商城里打开小米手机参数页面。,在抖音极速版中的商城打开小米手机的参数页面,√,于玺,好的，已经为您打开抖音极速版，并在商城里搜索了小米手机的参数页面，有需要进一步了解的可以随时告诉我哦。,,,,,,,
购物-打开,抖音极速版,在抖音极速版的商城中打开<搜索内容>的参数,在极速版抖音里能搜到无线蓝牙耳机吗？,,在极速版抖音商城里能搜到无线蓝牙耳机吗，看一下耳机的详细参数呢,在极速版抖音中的商城查找无线蓝牙耳机的详细参数,√,于玺,好的，已经在极速版抖音商城帮您搜索了无线蓝牙耳机，并查看了几款产品的详细参数。大部分耳机支持蓝牙5.0以上版本连接、具备降噪功能，续航时间普遍在20小时以上，音质也各有特色。需要我帮您推荐一款合适的吗？,,,,,,,
购物-打开,抖音极速版,在抖音极速版的商城中打开<搜索内容>的详情,打开抖音极速里面连衣裙的详情页。,,打开抖音极速的商城里面连衣裙的详情页。,在抖音极速中的商城打开连衣裙的详情页,√,于玺,好的，已为您打开抖音极速商城中连衣裙的详情页，您可以尽情浏览心仪的商品啦，有需要随时找我哦~,,,,,,,
购物-打开,抖音极速版,在抖音极速版的商城中打开<搜索内容>的详情,帮我查一下抖音极速版商城里的运动鞋详情。,,,在抖音极速版中的商城打开运动鞋的详情,√,于玺,好的，已经帮您查看了抖音极速版商城里的运动鞋详情，款式多样，性价比也很不错呢。需要我帮您挑选几款推荐一下吗？,,,,,,,
购物-搜索,抖音极速版,在抖音极速版的商城中查看<搜索内容>送达<地址>的时间,帮我查一下抖音极速版商城里连衣裙送到杭州市西湖区文三路159号要多久？,,,在抖音极速版中的商城查看连衣裙送达杭州市西湖区文三路159号的时间,√,于玺,好的，已为您查询抖音极速版商城里连衣裙送到杭州市西湖区文三路159号的信息，预计2-3天内可以送达。如果还有其他问题，随时告诉我哦~,,,,,,,
购物-搜索,抖音极速版,在抖音极速版的商城中查看<搜索内容>送达<地址>的时间,抖音极速里搜索小米电视送到深圳市南山区科技园A座什么时候能到？,,抖音极速商城里搜索小米电视送到深圳市南山区科技园A座什么时候能到？,在抖音极速中的商城搜索小米电视送达深圳市南山区科技园A座的时间,√,于玺,好的，已为您查询抖音极速商城的小米电视配送信息，预计明天下午就能送到深圳市南山区科技园A座啦~ 有什么其他需要帮忙的，随时告诉我哦！,,,,,,,
购物-购物车,抖音极速版,在抖音极速版的商城中将<搜索内容>加入购物车,帮我把抖音极速里那款无线蓝牙耳机加入购物车。,,帮我把抖音极速商城里那款无线蓝牙耳机加入购物车。,在抖音极速中的商城把无线蓝牙耳机加入购物车,√,于玺,好的，已为您将抖音极速商城中的那款无线蓝牙耳机加入购物车啦，随时可以去查看呢～还有其他想买的，尽管告诉YoYo哦！,,,,,,,
购物-购物车,抖音极速版,在抖音极速版的商城中将<搜索内容>加入购物车,在极速版抖音商城中加入购物车儿童防晒衣。,,在极速版抖音商城中把儿童防晒衣加入购物车。,在极速版抖音中的商城把儿童防晒衣加入购物车,√,于玺,好的，已为您将儿童防晒衣加入购物车啦，需要帮您去结算吗？随时告诉我哦~,,,,,,,
购物-购物车,抖音极速版,在抖音极速版的商城中将<规格>的<搜索内容>加入购物车,在抖音极速版的商城里帮我把黑色iPhone 13加入购物车。,,,在抖音极速版中的商城把黑色iPhone 13加入购物车,√,于玺,好的，已帮您将黑色iPhone 13加入抖音极速版商城的购物车啦，随时可以去结算哦～还有其他需要帮忙的吗？,,,,,,,
购物-购物车,抖音极速版,在抖音极速版的商城中将<规格>的<搜索内容>加入购物车,我想在抖音短视频商城里加一双42码的运动鞋到购物车里。,,我想在抖音极速版商城里加一双42码的运动鞋到购物车里。,在抖音极速版中的商城把一双42码的运动鞋加入购物车,√,于玺,好的呀，已为您将42码的运动鞋加入抖音极速版商城的购物车啦，需要帮您继续挑选其他商品吗？,,,,,,,
购物-购物车,抖音极速版,在抖音极速版的商城中将<数量>的<搜索内容>加入购物车,在抖音极速版的商城里帮我把3件男士短袖衬衫加到购物车里。,,,在抖音极速版中的商城把3件男士短袖衬衫加入购物车,√,于玺,好的呀，已经帮您把3件男士短袖衬衫加入抖音极速版商城的购物车啦，随时可以去结算哦～还有其他需要帮忙的吗？,,,,,,,
购物-购物车,抖音极速版,在抖音极速版的商城中将<数量>的<搜索内容>加入购物车,我想在抖音短视频商城里加入2个无线蓝牙耳机到购物车。,,我想在抖音极速版商城里加入2个无线蓝牙耳机到购物车。,在抖音极速版中的商城把2个无线蓝牙耳机加入购物车,√,于玺,好的呀，已经帮您将两个无线蓝牙耳机加入到抖音极速版商城的购物车啦，随时可以去结算哦。还有其他需要帮忙的吗？,,,,,,,
购物-购物车,抖音极速版,在抖音极速版的商城中将送至<地址>的<搜索内容>加入购物车,在抖音极速版的商城里把黑色双肩背包加入购物车送至北京市朝阳区建国路88号SOHO现代城3号楼1205室。,,,在抖音极速版中的商城把黑色的送至北京市朝阳区建国路88号SOHO现代城3号楼1205室的双肩背包加入购物车,√,于玺,已成功将黑色双肩背包加入抖音极速版商城的购物车，并选择配送地址为北京市朝阳区建国路88号SOHO现代城3号楼1205室。宝贝已经在购物车中等待您啦，有其他需要也可以随时找YoYo哦～,,,,,,,
购物-购物车,抖音极速版,在抖音极速版的商城中将送至<地址>的<搜索内容>加入购物车,YoYo，帮我把红色无线蓝牙耳机加入抖音短视频商城的购物车，地址是上海市浦东新区张江镇科苑路88号腾讯大厦一楼收发室。,,YoYo，帮我把红色无线蓝牙耳机加入抖音极速版商城的购物车，地址是上海市浦东新区张江镇科苑路88号腾讯大厦一楼收发室。,在抖音极速版中的商城把送到上海市浦东新区张江镇科苑路88号腾讯大厦一楼收发室的红色无线蓝牙耳机加入购物车,√,于玺,好的呀，已经帮您将红色无线蓝牙耳机加入抖音极速版商城的购物车啦，地址也填写好啦，有什么其他需要帮忙的随时找YoYo哦~,,,,,,,
