类型,轮次,query,plan,reply,assistant,app,大类,origin_instruct,责任人,tag,,,,,,,,,,,,,
单轮-单任务,1,请在快手给商城中的OLAY小白瓶订单给个图片五星评价内容为“美白效果明显”。,在$快手$中评价商城OLAY小白瓶订单，星级为5星，评价内容为“美白效果明显”，并上传图片,完成,好的,快手,评价,在快手中评价商城<搜索内容>订单，星级为<星级>，评价内容为<文本内容>，并上传图片,,,,,,,,,,,,,,,
单轮-单任务,1,在快手商城打开国家补贴帮我搜一下洗衣机呗？,在$快手$中打开商城的国家补贴并搜索洗衣机,完成,好的,快手,打开,在快手中打开商城的国家补贴并搜索<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,yoyo，在快手极速版商城搜一下清风卷纸呗？,在$快手极速版$中的商城搜索清风卷纸,完成,好的,快手极速版,搜索,在快手极速版的商城中搜索<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,我想要快手极速版商城看一下奥妙洗衣液的评论,在$快手极速版$中的商城打开奥妙洗衣液的评论,完成,好的,快手极速版,打开,在快手极速版的商城中打开<搜索内容>的评论,,,,,,,,,,,,,,,
单轮-单任务,1,帮我把安踏篮球鞋的规格在快手极速版商城打开,在$快手极速版$中的商城打开安踏篮球鞋的规格,完成,好的,快手极速版,打开,在快手极速版的商城中打开<搜索内容>的规格,,,,,,,,,,,,,,,
单轮-单任务,1,在快手极速版商城帮我打开红米Note12的参数,在$快手极速版$中的商城打开红米Note12的参数,完成,好的,快手极速版,打开,在快手极速版的商城中打开<搜索内容>的参数,,,,,,,,,,,,,,,
单轮-单任务,1,帮我在快手极速版商城打开美的微波炉的详情页呗？,在$快手极速版$中的商城打开美的微波炉的详情,完成,好的,快手极速版,打开,在快手极速版的商城中打开<搜索内容>的详情,,,,,,,,,,,,,,,
单轮-单任务,1,帮我把韩束巨水光面膜加入快手极速版商城的购物车。,在$快手极速版$中的商城把韩束巨水光面膜加入购物车,完成,好的,快手极速版,购物车,在快手极速版的商城中加入购物车<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,能帮我把200ml的倩碧黄油加入快手极速版商城购物车吗？,在$快手极速版$中的商城把200ml的倩碧黄油加入购物车,完成,好的,快手极速版,购物车,在快手极速版的商城中加入购物车<规格>的<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,yoyo帮我在快手极速版商城把4袋洗衣粉加入购物车。,在$快手极速版$中的商城把4袋的洗衣粉加入购物车,完成,好的,快手极速版,购物车,在快手极速版的商城中加入购物车<数量>的<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,yoyo请在快手极速版商城将2瓶1L的金龙鱼食用油加入购物车。,在$快手极速版$中的商城把2瓶1L的金龙鱼食用油加入购物车,完成,好的,快手极速版,购物车,在快手极速版的商城中加入购物车<规格><数量>的<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,yoyo我需要在快手极速版商城下单六神花露水,在$快手极速版$中的商城下单六神花露水,完成,好的,快手极速版,下单,在快手极速版的商城中下单<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,能在快手极速版商城下单32寸的海信电视吗？,在$快手极速版$中的商城下单32寸的海信电视,完成,好的,快手极速版,下单,在快手极速版的商城中下单<规格>的<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,我需要做蛋挞，帮我在快手极速版商城下单6个蛋挞皮。,在$快手极速版$中的商城下单6个蛋挞皮,完成,好的,快手极速版,下单,在快手极速版的商城中下单<数量>的<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,给我在快手极速版商城买个得力笔记本然后送到成都来。,在$快手极速版$中的商城下单得力笔记本送至成都,完成,好的,快手极速版,下单,在快手极速版的商城中下单<搜索内容>送至<地址>,,,,,,,,,,,,,,,
单轮-单任务,1,能不能帮我在云闪付在快手极速版商城买个水星家纺被套呀？yoyo,在$快手极速版$中的商城用云闪付下单水星家纺被套,完成,好的,快手极速版,下单,在快手极速版的商城中用<支付方式>下单<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,yoyo我需要你在快手极速版商城下单3盒10片装的面膜送到重庆用银行卡支付,在$快手极速版$中的商城下单3盒10片装的面膜用银行卡支付送至重庆,完成,好的,快手极速版,下单,在快手极速版的商城中下单<数量><规格>的<搜索内容>用<支付方式>送至<地址>,,,,,,,,,,,,,,,
单轮-单任务,1,收藏森马牛仔裤帮我在快手极速版商城呗？,在$快手极速版$中的商城收藏森马牛仔裤,完成,好的,快手极速版,收藏,在快手极速版的商城中收藏<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,hey，yoyo帮我在快手极速版商城直播间里搜一下小天鹅洗衣机,在$快手极速版$中的商城直播中搜索小天鹅洗衣机,完成,好的,快手极速版,搜索,在快手极速版的商城直播中搜索<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,快手极速版里面有三只松鼠官方店铺吗？帮我打开他,在$快手极速版$中打开商城中的三只松鼠官方店铺,完成,好的,快手极速版,打开,在快手极速版中打开商城中的<店铺名>店铺,,,,,,,,,,,,,,,
单轮-单任务,1,快手极速版商城里面有OPPO官方店吗？有的话帮我搜索Find X7,在$快手极速版$中商城中的OPPO官方店搜索Find X7,完成,好的,快手极速版,搜索,在快手极速版中商城中的<店铺名>店铺内搜索<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,在快手极速版商城里面韩都衣舍店铺的连衣裙有什么种类呀,在$快手极速版$中打开商城中的韩都衣舍店铺的连衣裙类别,完成,好的,快手极速版,打开,在快手极速版中打开商城中的<店铺名>店铺的<类别>类别,,,,,,,,,,,,,,,
单轮-单任务,1,我想要在快手极速版商城关注了解一下百雀羚店铺可以吗,在$快手极速版$中关注商城中的百雀羚店铺,完成,好的,快手极速版,收藏,在快手极速版中关注商城中的<店铺名>店铺,,,,,,,,,,,,,,,
单轮-单任务,1,在快手极速版商城里，yoyo能帮我找一下T恤吗要求是纯棉的,在$快手极速版$中搜索商城中的T恤筛选纯棉的,完成,好的,快手极速版,搜索,在快手极速版中搜索商城中的<搜索内容>筛选<筛选条件>,,,,,,,,,,,,,,,
单轮-单任务,1,在快手极速版里帮我看一下商城中MacBook Air订单的物流单号呗？,在$快手极速版$中查看商城MacBook Air订单的物流单号,完成,好的,快手极速版,物流,在快手极速版中查看商城<搜索内容>订单的物流单号,,,,,,,,,,,,,,,
单轮-单任务,1,能帮我打一下商城中SK-II订单的快递电话吗？在快手极速版里,在$快手极速版$中拨打商城SK-II订单的快递电话,完成,好的,快手极速版,物流,在快手极速版中拨打商城<搜索内容>订单的快递电话,,,,,,,,,,,,,,,
单轮-单任务,1,快手极速版商城中买的戴森吸尘器啥时候发货呀，帮我催一下。,在$快手极速版$中给商城戴森吸尘器订单催发货,完成,好的,快手极速版,物流,在快手极速版中给商城<搜索内容>订单催发货,,,,,,,,,,,,,,,
单轮-单任务,1,我在快手极速版商城里面买的娇韵诗精华着急用，帮我催一下配送呗,在$快手极速版$中给商城娇韵诗精华订单催配送,完成,好的,快手极速版,物流,在快手极速版中给商城<搜索内容>订单催配送,,,,,,,,,,,,,,,
单轮-单任务,1,yoyo帮我确认一下收货在快手极速版中商城买的周大福手镯,在$快手极速版$中给商城周大福手镯订单确认收货,完成,好的,快手极速版,物流,在快手极速版中给商城<搜索内容>订单确认收货,,,,,,,,,,,,,,,
单轮-单任务,1,帮我在快手极速版给商城中的九阳电饭煲订单申请售后呗？,在$快手极速版$中给商城九阳电饭煲订单申请售后,完成,好的,快手极速版,订单,在快手极速版中给商城<搜索内容>订单申请售后,,,,,,,,,,,,,,,
单轮-单任务,1,在快手极速版商城里买的匡威帆布鞋质量太差了，帮我退一下,在$快手极速版$中给商城匡威帆布鞋订单申请退款且原因为质量问题,完成,好的,快手极速版,订单,在快手极速版中给商城<搜索内容>订单申请<售后类型>且原因为<原因>,,,,,,,,,,,,,,,
单轮-单任务,1,我需要你帮我在快手极速版商城对自热米饭订单做一下评价。,在$快手极速版$中评价商城自热米饭订单,完成,好的,快手极速版,评价,在快手极速版中评价商城<搜索内容>订单,,,,,,,,,,,,,,,
单轮-单任务,1,yoyo你可以帮我在快手极速版给商城中的完美日记唇釉订单打个3星评价吗？,在$快手极速版$中评价商城完美日记唇釉订单且星级为3星,完成,好的,快手极速版,评价,在快手极速版中评价商城<搜索内容>订单且星级为<星级>,,,,,,,,,,,,,,,
单轮-单任务,1,yoyo，yoyo在快手极速版给商城中的美的电水壶订单打个“烧水快，颜值高”的评价啊。,在$快手极速版$中评价商城美的电水壶订单且评价内容为“烧水快，颜值高”,完成,好的,快手极速版,评价,在快手极速版中评价商城<搜索内容>订单且评价内容为<文本内容>,,,,,,,,,,,,,,,
单轮-单任务,1,yoyo，怎么在快手极速版商城中给水星家纺四件套做图片评价呀？,在$快手极速版$中评价商城水星家纺四件套订单并上传图片,完成,好的,快手极速版,评价,在快手极速版中评价商城<搜索内容>订单并上传图片,,,,,,,,,,,,,,,
单轮-单任务,1,我需要你在快手极速版给商城中的兰蔻小黑瓶订单打个五星图片评价，文字输入“修复效果棒”。,在$快手极速版$中评价商城兰蔻小黑瓶订单，星级为5星，评价内容为“修复效果棒”，并上传图片,完成,好的,快手极速版,评价,在快手极速版中评价商城<搜索内容>订单，星级为<星级>，评价内容为<文本内容>，并上传图片,,,,,,,,,,,,,,,
单轮-单任务,1,yoyo，快手极速版商城里的国家补贴还有嘛？我想搜索一下空调,在$快手极速版$中打开商城的国家补贴并搜索空调,完成,好的,快手极速版,打开,在快手极速版中打开商城的国家补贴并搜索<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,yoyo，拼多多里面有晨光中性笔嘛？,在$拼多多$中搜索晨光中性笔,完成,好的,拼多多,搜索,在拼多多中搜索<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,可以帮我打开在拼多多舒肤佳香皂的评论吗？,在$拼多多$中打开舒肤佳香皂的评论,完成,好的,拼多多,打开,在拼多多中打开<搜索内容>的评论,,,,,,,,,,,,,,,
单轮-单任务,1,我需要看一下拼多多里南极人拖鞋的规格详情页面,在$拼多多$中打开南极人拖鞋的规格,完成,好的,拼多多,打开,在拼多多中打开<搜索内容>的规格,,,,,,,,,,,,,,,
单轮-单任务,1,我想要在拼多多查看小米空气净化器的具体参数,在$拼多多$中打开小米空气净化器的参数,完成,好的,拼多多,打开,在拼多多中打开<搜索内容>的参数,,,,,,,,,,,,,,,
单轮-单任务,1,那个能不能帮我在拼多多打开九阳豆浆机的详情页呀？,在$拼多多$中打开九阳豆浆机的详情,完成,好的,拼多多,打开,在拼多多中打开<搜索内容>的详情,,,,,,,,,,,,,,,
单轮-单任务,1,yoyo那个能不能在拼多多下单立白洗衣液呀？,在$拼多多$中下单立白洗衣液,完成,好的,拼多多,下单,在拼多多中下单<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,我想要一个24寸的行李箱，能帮我在拼多多下单吗？,在$拼多多$中下单24寸的行李箱,完成,好的,拼多多,下单,在拼多多中下单<规格>的<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,家里没牙刷了，yoyo在拼多多下单10支牙刷呗。,在$拼多多$中下单10支牙刷,完成,好的,拼多多,下单,在拼多多中下单<数量>的<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,我在西安想吃旺旺雪饼，yoyo帮我再拼多多下单旺旺雪饼哈。,在$拼多多$中下单旺旺雪饼送至西安,完成,好的,拼多多,下单,在拼多多中下单<搜索内容>送至<地址>,,,,,,,,,,,,,,,
单轮-单任务,1,yoyo你能在拼多多下单飘柔洗发水然后可以帮我用微信支付吗？,在$拼多多$中用微信支付下单飘柔洗发水,完成,好的,拼多多,下单,在拼多多中用<支付方式>下单<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,在拼多多yoyo帮我用支付宝下单5包10片装的面膜到我家青岛,在$拼多多$中下单5包10片装的面膜用支付宝送至青岛,完成,好的,拼多多,下单,在拼多多中下单<数量><规格>的<搜索内容>用<支付方式>送至<地址>,,,,,,,,,,,,,,,
单轮-单任务,1,我好喜欢蕉内内裤，帮我在拼多多收藏蕉内内裤呗？,在$拼多多$中收藏蕉内内裤,完成,好的,拼多多,收藏,在拼多多中收藏<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,在拼多多打开政府补贴，帮我搜搜手机呗？,在$拼多多$中打开政府补贴并搜索手机,完成,好的,拼多多,打开,在拼多多中打开政府补贴并搜索<搜索内容>,,,,,,,,,,,,,,,
单轮-单任务,1,yoyo帮我找一下拼多多里华为手表订单的物流单号呗？,在$拼多多$中查看华为手表订单的物流单号,完成,好的,拼多多,物流,在拼多多中查看<搜索内容>订单的物流单号,,,,,,,,,,,,,,,
单轮-单任务,1,yoyo帮我打一下，拼多多上面三只松鼠零食的快递电,在$拼多多$中拨打三只松鼠零食订单的快递电话,完成,好的,拼多多,物流,在拼多多中拨打<搜索内容>订单的快递电话,,,,,,,,,,,,,,,
单轮-单任务,1,拼多多上的大疆云台订单催一下发货哈yoyo。,在$拼多多$中给大疆云台订单催发货,完成,好的,拼多多,物流,在拼多多中给<搜索内容>订单催发货,,,,,,,,,,,,,,,
单轮-单任务,1,在拼多多中的欧莱雅染发剂订单咋还不配送啊？,在$拼多多$中给欧莱雅染发剂订单催配送,完成,好的,拼多多,物流,在拼多多中给<搜索内容>订单催配送,,,,,,,,,,,,,,,
单轮-单任务,1,在拼多多中帮我给罗蒙衬衫订单确认一下收货yoyo,在$拼多多$中给罗蒙衬衫订单确认收货,完成,好的,拼多多,物流,在拼多多中给<搜索内容>订单确认收货,,,,,,,,,,,,,,,
单轮-单任务,1,yoyo，拼多多上买的小米手环订单能帮我申请售后吗？,在$拼多多$中给小米手环订单申请售后,完成,好的,拼多多,订单,在拼多多中给<搜索内容>订单申请售后,,,,,,,,,,,,,,,
