大类,app,query,plan（在xx中做什么）,指令,ground_truth_tool
购物-评价,抖音极速版,我想在极速版抖音里对之前买的一条连衣裙订单进行3星评价。,在极速版抖音中的商城给连衣裙订单进行3星评价,在抖音极速版中评价商城<搜索内容>订单且星级为<星级>,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,抖音极速版,帮我评价一下抖音极速版商城里那双运动鞋，评价内容写“鞋子穿着很舒服，但颜色和图片有点色差”。,在抖音极速版中评价商城运动鞋订单，评价内容为鞋子穿着很舒服，但颜色和图片有点色差,在抖音极速版中评价商城<搜索内容>订单且评价内容为<文本内容>,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,抖音极速版,帮我评价一下抖音极速版商城里买的那双运动鞋，需要上传图片。,在抖音极速版中评价商城运动鞋订单并上传图片,在抖音极速版中评价商城<搜索内容>订单并上传图片,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,抖音极速版,我想在抖音极速版里给我的运动鞋订单做个差评，两星，评价内容是“鞋子开胶了，质量太差了”，然后上传一张实物图，你能帮我操作下吗？,在抖音极速版中的商城给运动鞋订单差评，星级为两星，评价内容为鞋子开胶了，质量太差了，并上传一张实物图,在抖音极速版中评价商城<搜索内容>订单，星级为<星级>，评价内容为<文本内容>，并上传图片,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-搜索,抖音极速版,抖音极速版的国家补贴专区能搜到儿童绘本吗？,在抖音极速版中打开商城的国家补贴专区并搜索儿童绘本,在抖音极速版中打开商城的国家补贴并搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,快手,我的快手app里能搜到小米手机壳吗？,在快手app中的商城搜索小米手机壳,在快手的商城中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-打开,快手,帮我打开快手app商城里的连衣裙评论看看。,在快手app中的商城查看连衣裙的评论,在快手的商城中打开<搜索内容>的评论,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,快手,能不能在快手app中找到这款连衣裙的尺码选项？,在快手app中的商城查找连衣裙的规格选项,在快手的商城中打开<搜索内容>的规格,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,快手,我想在快手短视频里查看一下运动鞋的参数详情。,在快手短视频中的商城查看运动鞋的参数详情,在快手的商城中打开<搜索内容>的参数,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,快手,帮我打开快手视频里那款红色连衣裙的商品详情。,在快手视频中的商城打开红色连衣裙的商品详情,在快手的商城中打开<搜索内容>的详情,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-购物车,快手,快手短视频里搜儿童玩具车怎么加购啊？,在快手短视频中的商城加购儿童玩具车,在快手的商城中将<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
购物-购物车,快手,在快手短视频里帮我把之前搜过的那双运动鞋42码的加入购物车。,在快手短视频中的商城把42码的运动鞋加入购物车,在快手的商城中将<规格>的<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
购物-购物车,快手,快手app中能不能把儿童积木玩具加入购物车，数量是2套？,在快手app中的商城把2套儿童积木玩具加入购物车,在快手的商城中将<数量>的<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
购物-购物车,快手,快手app中有个叫“韩风女装旗舰店”的店铺吗？我想加一件L码的毛呢大衣到购物车。,在快手app中的商城把一件L码的毛呢大衣加入购物车,在快手的商城中将<数量><规格>的<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
购物-下单,快手,快手app中能下单这款无线蓝牙耳机吗？,在快手app中的商城下单无线蓝牙耳机,在快手的商城中下单<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,快手,快手上能下单42码的运动鞋吗？,在快手中的商城下单两双42码的运动鞋,在快手的商城中下单<规格>的<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,快手,我想在快手app里买3双运动鞋，赶紧的。,在快手app中的商城购买3双运动鞋,在快手的商城中下单<数量>的<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,快手,YOYO，我要在快手app中购买一台小米电饭煲送至上海市浦东新区张江镇科苑路100号科技园大厦A座5楼，请帮我完成下单。,在快手app中的商城购买一台小米电饭煲，送至上海市浦东新区张江镇科苑路100号科技园大厦A座5楼,在快手的商城中下单<搜索内容>送至<地址>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,快手,帮我用银行卡在快手极速里下单买一件连衣裙。,在快手中的商城用银行卡下单一件连衣裙,在快手的商城中用<支付方式>下单<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,快手,我想在快手app里买5斤山东烟台的红富士苹果，用微信支付发到杭州市西湖区文三路123号。,在快手app中的商城购买5斤山东烟台的红富士苹果，用微信支付送至杭州市西湖区文三路123号,在快手的商城中下单<数量><规格>的<搜索内容>用<支付方式>送至<地址>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-收藏,快手,YoYo，在快手短视频里帮我收藏那个复古风连衣裙。,在快手短视频中的商城收藏复古风连衣裙,在快手的商城中收藏<搜索内容>,"[{""name"": ""add_into_favorite_goods(app, search_info_slot)"", ""description"": ""在app程序中搜索商品,并将其添加到商品收藏夹中""}]"
购物-搜索,快手,帮我看看快手短视频里的商城直播有没有卖蓝牙耳机的。,在快手短视频的商城直播中搜索蓝牙耳机,在快手的商城直播中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-打开,快手,帮我打开快手极速里的官方华为旗舰店。,在快手中的商城打开官方华为旗舰店,在快手中打开商城中的<店铺名>店铺,"[{""name"": ""open_stores_page(app, store_name_slot, search_info_slot, category_slot)"", ""description"": ""通过店铺名称找到并打开店铺的内容页面,可以在其中进行店铺内搜索或打开类别子页面""}]"
购物-打开,快手,快手上能找到开小灶这家店铺吗？我要买手机壳。,在快手中商城中的开小灶店铺内查看手机壳,在快手中商城中的<店铺名>店铺内搜索<搜索内容>,"[{""name"": ""open_stores_page(app, store_name_slot, search_info_slot, category_slot)"", ""description"": ""通过店铺名称找到并打开店铺的内容页面,可以在其中进行店铺内搜索或打开类别子页面""}]"
