tag,大类,app,query,plan（在xx中做什么）,指令,ground_truth_tool
单任务,购物-订单,抖音极速版,请在抖音极速版商城帮我给联想电脑尺寸太小了，帮我退一下,在抖音极速版中给商城联想电脑订单申请退货且原因为尺寸太小了,在抖音极速版中给商城<搜索内容>订单申请<售后类型>且原因为<原因>,"[{""name"": ""apply_after_sales(app, search_info_slot, after_sales_type, reason_slot)"", ""description"": ""在app应用程序中搜索订单,并申请售后""}]"
单任务,购物-评价,抖音极速版,帮我在抖音极速版商城的海底捞自热火锅订单给一下评价,在抖音极速版中评价商城海底捞自热火锅订单,在抖音极速版中评价商城<搜索内容>订单,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
单任务,购物-评价,抖音极速版,能在抖音极速版商城给良品铺子零食订单打个五星评价,在抖音极速版中评价商城良品铺子零食订单且星级为5星,在抖音极速版中评价商城<搜索内容>订单且星级为<星级>,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
单任务,购物-评价,抖音极速版,请在抖音极速版商城给九阳豆浆机订单评价一个“很好用，打豆浆很细腻”。,在抖音极速版中评价商城九阳豆浆机订单且评价内容为“很好用，打豆浆很细腻”,在抖音极速版中评价商城<搜索内容>订单且评价内容为<文本内容>,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
单任务,购物-评价,抖音极速版,帮我在抖音极速版商城给周大福项链订单打个评价然后上传个图片,在抖音极速版中评价商城周大福项链订单并上传图片,在抖音极速版中评价商城<搜索内容>订单并上传图片,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
单任务,购物-评价,抖音极速版,请在抖音极速版商城给兰芝唇膜订单打个四星评价，评价内容为“滋润效果很好”,在抖音极速版中评价商城兰芝唇膜订单，星级为4星，评价内容为“滋润效果很好”，并上传图片,在抖音极速版中评价商城<搜索内容>订单，星级为<星级>，评价内容为<文本内容>，并上传图片,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
单任务,购物-搜索,抖音极速版,在抖音极速版商城打开国家补贴然后搜一下冰箱好吗？,在抖音极速版中打开商城的国家补贴并搜索冰箱,在抖音极速版中打开商城的国家补贴并搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
单任务,购物-搜索,快手,帮我在快手商城搜一下苏泊尔电压力锅呗？,在快手中的商城搜索苏泊尔电压力锅,在快手的商城中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
单任务,购物-打开,快手,帮我在快手商城打开一下破洞裤吧,在快手中的商城打开破洞裤,在快手的商城中打开<搜索内容>,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
单任务,购物-打开,快手,yoyo能在快手商城打开自然堂冰肌水的评论吗？,在快手中的商城打开自然堂冰肌水的评论,在快手的商城中打开<搜索内容>的评论,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
单任务,购物-打开,快手,帮我在快手商城中打开李宁运动鞋的规格页面好吗？,在快手中的商城打开李宁运动鞋的规格页面,在快手的商城中打开<搜索内容>的规格,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
单任务,购物-打开,快手,帮我在快手商城帮我打开荣耀Magic6的参数行不？,在快手中的商城打开荣耀Magic6的参数,在快手的商城中打开<搜索内容>的参数,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
单任务,购物-打开,快手,在快手商城打开TCL智能电视的打开一下详情页呗？,在快手中的商城打开TCL智能电视的详情页,在快手的商城中打开<搜索内容>的详情,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
单任务,购物-购物车,快手,yoyo，帮我把珀莱雅红宝石面霜加入快手商城的购物车。,在快手中的商城把珀莱雅红宝石面霜加入购物车,在快手的商城中将<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
单任务,购物-购物车,快手,yoyo，把128G的vivoS17加入快手商城购物车吗？,在快手中的商城把128G的vivoS17加入购物车,在快手的商城中将<规格>的<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
单任务,购物-购物车,快手,yoyo麻烦在快手商城把2箱伊利纯牛奶加入购物车。,在快手中的商城把2箱的伊利纯牛奶加入购物车,在快手的商城中将<数量>的<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
单任务,购物-购物车,快手,请在快手商城将3支40ml的兰蔻粉水加入购物车，谢谢你yoyo。,在快手中的商城把3支40ml的兰蔻粉水加入购物车,在快手的商城中将<数量><规格>的<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
单任务,购物-下单,快手,我需要在快手商城下单欧舒丹护手霜呗？,在快手中的商城下单欧舒丹护手霜,在快手的商城中下单<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
单任务,购物-下单,快手,我需要在快手商城下单XL码的Levi's牛仔裤吗？,在快手中的商城下单XL码的Levi's牛仔裤,在快手的商城中下单<规格>的<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
单任务,购物-下单,快手,我需要在快手商城下单5包抽纸。,在快手中的商城下单5包抽纸,在快手的商城中下单<数量>的<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
单任务,购物-下单,快手,在快手商城帮我下单华为平板并送到武汉。,在快手中的商城下单华为平板送至武汉,在快手的商城中下单<搜索内容>送至<地址>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
单任务,购物-下单,快手,帮我用支付宝在快手商城下单戴森吹风机,在快手中的商城用支付宝下单戴森吹风机,在快手的商城中用<支付方式>下单<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
单任务,购物-下单,快手,帮我在快手商城用微信支付下单2条1.8m的富安娜床单送到南京吧？,在快手中的商城下单2条1.8m的富安娜床单用微信支付送至南京,在快手的商城中下单<数量><规格>的<搜索内容>用<支付方式>送至<地址>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
单任务,购物-收藏,快手,帮我在快手商城收藏一下匡威帆布鞋呗？,在快手中的商城收藏匡威帆布鞋,在快手的商城中收藏<搜索内容>,"[{""name"": ""add_into_favorite_goods(app, search_info_slot)"", ""description"": ""在app程序中搜索商品,并将其添加到商品收藏夹中""}]"
单任务,购物-搜索,快手,在快手的商城里搜索一下科沃斯扫地机器人好吧？,在快手中的商城里搜索科沃斯扫地机器人,在快手的商城直播中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
单任务,购物-打开,快手,yoyo帮我在快手打开商城中的百草味店铺。,在快手中打开商城中的百草味店铺,在快手中打开商城中的<店铺名>店铺,"[{""name"": ""open_stores_page(app, store_name_slot, search_info_slot, category_slot)"", ""description"": ""通过店铺名称找到并打开店铺的内容页面,可以在其中进行店铺内搜索或打开类别子页面""}]"
