query,plan,ground_truth,pred_tool_1,pred_score_1,pred_tool_2,pred_score_2,pred_tool_3,pred_score_3,pred_tool_4,pred_score_4,pred_tool_5,pred_score_5,pred_tool_6,pred_score_6,pred_tool_7,pred_score_7,pred_tool_8,pred_score_8,pred_tool_9,pred_score_9,pred_tool_10,pred_score_10,标注结果（n=1）,标注结果（n=3）,标注结果（n=5）
帮我在抖音极速版中的商城中搜索运动鞋,在$抖音极速版$中的商城搜索运动鞋,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.983448867,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.92258131,"search_order(app, search_info_slot, order_status)",0.915082389,"search_cart_content(app, search_info_slot)",0.911824079,"open_cart_content(app, filter_type, filter_detail_slot)",0.908513021,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.877958317,"search_in_favorite_stores(app, search_info_slot)",0.852470929,"sign_in(app, page_type)",0.817342436,"open_customer_service(app, order_slot, store_slot)",0.719411009,open_search_history(app),0.707904504,1,1,1
请搜索一下运动鞋，在抖音极速版,在$抖音极速版$中搜索运动鞋,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.986782279,"search_order(app, search_info_slot, order_status)",0.961709256,"search_cart_content(app, search_info_slot)",0.941128002,"open_cart_content(app, filter_type, filter_detail_slot)",0.911527944,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.908497484,"search_in_favorite_stores(app, search_info_slot)",0.886119957,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.866485382,"sign_in(app, page_type)",0.84898275,open_search_history(app),0.780186375,"open_customer_service(app, order_slot, store_slot)",0.758291362,1,1,1
帮我在抖音极速版商城搜一下立白洗洁精,在$抖音极速版$中的商城搜索立白洗洁精,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.983448867,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.933760042,"search_order(app, search_info_slot, order_status)",0.910859996,"search_cart_content(app, search_info_slot)",0.902665468,"open_cart_content(app, filter_type, filter_detail_slot)",0.883231174,"search_in_favorite_stores(app, search_info_slot)",0.863821323,"sign_in(app, page_type)",0.860301113,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.850111445,"open_customer_service(app, order_slot, store_slot)",0.720085614,open_search_history(app),0.06021236,1,1,1
搜索立白洗洁精，在抖音极速版商城,在$抖音极速版$中的商城搜索立白洗洁精,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.983448867,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.933760042,"search_order(app, search_info_slot, order_status)",0.910859996,"search_cart_content(app, search_info_slot)",0.902665468,"open_cart_content(app, filter_type, filter_detail_slot)",0.883231174,"search_in_favorite_stores(app, search_info_slot)",0.863821323,"sign_in(app, page_type)",0.860301113,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.850111445,"open_customer_service(app, order_slot, store_slot)",0.720085614,open_search_history(app),0.06021236,1,1,1
我需要你在抖音极速版中搜索店铺耐克,在$抖音极速版$中搜索店铺耐克,search_stores,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.960717403,"search_in_favorite_stores(app, search_info_slot)",0.917936738,"search_order(app, search_info_slot, order_status)",0.917791338,"search_cart_content(app, search_info_slot)",0.911343108,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.909333038,"open_cart_content(app, filter_type, filter_detail_slot)",0.887517432,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.846027135,"sign_in(app, page_type)",0.80667013,"open_customer_service(app, order_slot, store_slot)",0.750605973,"open_favorite_stores(app, filter_type)",0.093463369,0,0,1
快点儿去抖音极速版中搜索耐克的店铺,在$抖音极速版$中搜索耐克店铺,search_stores,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.960717403,"search_order(app, search_info_slot, order_status)",0.922819765,"search_in_favorite_stores(app, search_info_slot)",0.917476947,"search_cart_content(app, search_info_slot)",0.916998993,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.906628,"open_cart_content(app, filter_type, filter_detail_slot)",0.886113981,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.848075449,"sign_in(app, page_type)",0.824334801,"open_customer_service(app, order_slot, store_slot)",0.753823193,"open_favorite_stores(app, filter_type)",0.093463369,0,0,1
给我在抖音极速版中搜索商城店铺按综合排序搜索笔记本店,在$抖音极速版$中搜索商城店铺按综合排序搜索笔记本店,search_stores,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.996709434,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.95376199,"search_cart_content(app, search_info_slot)",0.867289535,"search_order(app, search_info_slot, order_status)",0.855498515,"search_in_favorite_stores(app, search_info_slot)",0.850324131,"open_cart_content(app, filter_type, filter_detail_slot)",0.826276775,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.822488208,"sign_in(app, page_type)",0.737781988,open_search_history(app),0.040226001,"open_favorite_stores(app, filter_type)",0.040156626,0,1,1
麻烦在抖音极速版中搜索商城店铺搜索笔记本店按综合排序,在$抖音极速版$中搜索商城店铺笔记本店按综合排序,search_stores,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.994152907,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.942423995,"search_order(app, search_info_slot, order_status)",0.862558069,"search_cart_content(app, search_info_slot)",0.848610516,"open_cart_content(app, filter_type, filter_detail_slot)",0.834000393,"search_in_favorite_stores(app, search_info_slot)",0.829164543,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.819461993,"sign_in(app, page_type)",0.771674614,"open_customer_service(app, order_slot, store_slot)",0.699728207,"open_favorite_stores(app, filter_type)",0.044511406,0,1,1
在抖音极速版中搜索商城店铺按销量排序搜索笔记本店,在$抖音极速版$中搜索商城店铺按销量排序搜索笔记本店,search_stores,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.994651617,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.949346895,"search_cart_content(app, search_info_slot)",0.862438433,"search_order(app, search_info_slot, order_status)",0.858542405,"search_in_favorite_stores(app, search_info_slot)",0.844128526,"open_cart_content(app, filter_type, filter_detail_slot)",0.828131612,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.826252897,"sign_in(app, page_type)",0.746789501,"open_customer_service(app, order_slot, store_slot)",0.679116747,open_search_history(app),0.040226001,0,1,1
帮我查一下按销量排序的笔记本店在痘印极速版商城中,在$痘印极速版$中的商城查看按销量排序的笔记本店,search_stores,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.989268621,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.965618248,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.890272478,"open_cart_content(app, filter_type, filter_detail_slot)",0.887689085,"search_cart_content(app, search_info_slot)",0.86173493,"search_order(app, search_info_slot, order_status)",0.858879893,"open_favorite_stores(app, filter_type)",0.837045586,"search_in_favorite_stores(app, search_info_slot)",0.814688819,"open_logistics_send(app, filter_type)",0.039754278,"open_logistics_receive(app, filter_type)",0.039608018,0,1,1
快点儿去抖音极速版中冷风机店铺实时人气排序请帮我查一下,在$抖音极速版$中冷风机店铺按实时人气排序,search_stores,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.979349809,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.955682809,"search_order(app, search_info_slot, order_status)",0.906275373,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.87604301,"search_in_favorite_stores(app, search_info_slot)",0.862545849,"open_cart_content(app, filter_type, filter_detail_slot)",0.862003428,"search_cart_content(app, search_info_slot)",0.832381971,"sign_in(app, page_type)",0.819235482,"open_customer_service(app, order_slot, store_slot)",0.743689461,"open_favorite_stores(app, filter_type)",0.062885134,0,1,1
搜索制冰机店铺按人气排序的结果，在抖音极速版中,在$抖音极速版$中搜索制冰机店铺并按人气排序,search_stores,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.984788098,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.980343039,"search_in_favorite_stores(app, search_info_slot)",0.902205447,"search_order(app, search_info_slot, order_status)",0.892663181,"search_cart_content(app, search_info_slot)",0.859246484,"sign_in(app, page_type)",0.832600651,"open_cart_content(app, filter_type, filter_detail_slot)",0.813078368,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.806152408,"open_customer_service(app, order_slot, store_slot)",0.72343382,"open_favorite_stores(app, filter_type)",0.054530536,0,1,1
我想抖音极速版中购物车中里的移动空调,在$抖音极速版$中购物车中的移动空调,search_cart_content,"open_cart_content(app, filter_type, filter_detail_slot)",0.999999995,"search_cart_content(app, search_info_slot)",0.894568434,"search_order(app, search_info_slot, order_status)",0.867052938,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.865124477,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.845800036,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.781650416,"sign_in(app, page_type)",0.778197222,"search_in_favorite_stores(app, search_info_slot)",0.75859388,"open_customer_service(app, order_slot, store_slot)",0.690233762,"open_logistics_send(app, filter_type)",0.044280737,0,1,1
抖音极速版中购物车中里的移动空调帮我查一下,在$抖音极速版$中查找购物车里的移动空调,search_cart_content,"open_cart_content(app, filter_type, filter_detail_slot)",0.999999995,"search_cart_content(app, search_info_slot)",0.944963673,"search_order(app, search_info_slot, order_status)",0.912351376,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.906146166,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.862389117,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.837470527,"search_in_favorite_stores(app, search_info_slot)",0.805369348,"sign_in(app, page_type)",0.7966609,"open_customer_service(app, order_slot, store_slot)",0.733782535,"open_logistics_send(app, filter_type)",0.035912428,0,1,1
请帮我在抖音极速版中搜索商城关注店铺中的豆浆机,在$抖音极速版$中搜索商城关注店铺中的豆浆机,search_in_favorite_stores,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.958159973,"search_in_favorite_stores(app, search_info_slot)",0.931214864,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.929044385,"search_cart_content(app, search_info_slot)",0.891994655,"search_order(app, search_info_slot, order_status)",0.873683954,"open_favorite_stores(app, filter_type)",0.830701626,"open_cart_content(app, filter_type, filter_detail_slot)",0.82367477,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.816492298,"sign_in(app, page_type)",0.775302845,"open_customer_service(app, order_slot, store_slot)",0.749887521,0,1,1
请搜索我的抖音极速版商城中关注店铺的豆浆机,在$抖音极速版$中的商城关注店铺中搜索豆浆机,search_in_favorite_stores,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.958159973,"search_in_favorite_stores(app, search_info_slot)",0.920485671,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.910032411,"search_cart_content(app, search_info_slot)",0.88359648,"search_order(app, search_info_slot, order_status)",0.8587304,"open_cart_content(app, filter_type, filter_detail_slot)",0.829047473,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.825878122,"open_favorite_stores(app, filter_type)",0.817831493,"sign_in(app, page_type)",0.750265675,"open_customer_service(app, order_slot, store_slot)",0.721828814,0,1,1
