车列表,taxiSkuList,query,sysSessionId,模型1返回结果,模型2返回结果,模型2正确结果,备注,标注人,,,,,,,,,,,
滴滴车列表,"{'appName': '滴滴', 'taxiSkuList': [{'index': '0', 'category': '推荐', 'carModel': '特惠快车', 'price': '12.4'}, {'index': '1', 'category': '推荐', 'carModel': '滴滴快车', 'price': '13.2'}, {'index': '2', 'category': '推荐', 'carModel': '宽敞好车', 'price': '15.5'}, {'index': '3', 'category': '推荐', 'carModel': '如祺出行', 'price': '11.8'}, {'index': '4', 'category': '推荐', 'carModel': '极速拼车', 'price': '11.9-13.2'}, {'index': '5', 'category': '推荐', 'carModel': '滴滴专车', 'price': '22.5'}, {'index': '6', 'category': '特价', 'carModel': '花小猪外接版', 'price': '9.1'}, {'index': '7', 'category': '特价', 'carModel': '花小猪正价版', 'price': '10.3'}, {'index': '8', 'category': '快速', 'carModel': '曹操出行', 'price': '9.6'}, {'index': '9', 'category': '快速', 'carModel': '滴滴特快', 'price': '14.3'}, {'index': '10', 'category': '快速', 'carModel': '滴滴轻享', 'price': '19.1'}, {'index': '11', 'category': '快速', 'carModel': '出租车', 'price': '20.8'}, {'index': '12', 'category': '舒适', 'carModel': '滴滴豪华车', 'price': '76.2'}, {'index': '13', 'category': '六座', 'carModel': '六座专车', 'price': '45.8'}, {'index': '14', 'category': '六座', 'carModel': '六座豪华车', 'price': '174.0'}]}",打车去深圳北站，车型选择花小猪外接版和六座豪华车,sessionId20250626lhx0138,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","['6', '14']","['6', '14']",,万晓蓉,,,,,,,,,,,
滴滴车列表,"{'appName': '滴滴', 'taxiSkuList': [{'index': '0', 'category': '推荐', 'carModel': '特惠快车', 'price': '12.2'}, {'index': '1', 'category': '推荐', 'carModel': '滴滴快车', 'price': '13.3'}, {'index': '2', 'category': '推荐', 'carModel': '宽敞好车', 'price': '15.6'}, {'index': '3', 'category': '推荐', 'carModel': '如祺出行', 'price': '11.5'}, {'index': '4', 'category': '推荐', 'carModel': '极速拼车', 'price': '11.9-13.3'}, {'index': '5', 'category': '推荐', 'carModel': '滴滴专车', 'price': '22.7'}, {'index': '6', 'category': '特价', 'carModel': '花小猪外接版', 'price': '9.2'}, {'index': '7', 'category': '特价', 'carModel': '花小猪正价版', 'price': '10.1'}, {'index': '8', 'category': '快速', 'carModel': '曹操出行', 'price': '11.0'}, {'index': '9', 'category': '快速', 'carModel': '滴滴特快', 'price': '14.3'}, {'index': '10', 'category': '快速', 'carModel': '滴滴轻享', 'price': '21.4'}, {'index': '11', 'category': '快速', 'carModel': '出租车', 'price': '21.4'}, {'index': '12', 'category': '舒适', 'carModel': '滴滴豪华车', 'price': '77.0'}, {'index': '13', 'category': '六座', 'carModel': '六座专车', 'price': '43.8'}, {'index': '14', 'category': '六座', 'carModel': '六座豪华车', 'price': '179.3'}]}",打车去红山地铁站，车型选择20元以内的极速拼车,sessionId20250626lhx0139,"{'appName': '', 'carModelRelated': True, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}",['4'],['4'],,万晓蓉,,,,,,,,,,,
滴滴车列表,"{'appName': '滴滴', 'taxiSkuList': [{'index': '0', 'category': '推荐', 'carModel': '特惠快车', 'price': '13.1'}, {'index': '1', 'category': '推荐', 'carModel': '滴滴快车', 'price': '14.6'}, {'index': '2', 'category': '推荐', 'carModel': '宽敞好车', 'price': '16.9'}, {'index': '3', 'category': '推荐', 'carModel': '如祺出行', 'price': '12.6'}, {'index': '4', 'category': '推荐', 'carModel': '极速拼车', 'price': '13.1-14.6'}, {'index': '5', 'category': '推荐', 'carModel': '滴滴专车', 'price': '24.5'}, {'index': '6', 'category': '特价', 'carModel': '花小猪外接版', 'price': '10.1'}, {'index': '7', 'category': '特价', 'carModel': '花小猪正价版', 'price': '11.1'}, {'index': '8', 'category': '快速', 'carModel': '曹操出行', 'price': '10.7'}, {'index': '9', 'category': '快速', 'carModel': '滴滴特快', 'price': '16.9'}, {'index': '10', 'category': '快速', 'carModel': '滴滴轻享', 'price': '23.5'}, {'index': '11', 'category': '快速', 'carModel': '出租车', 'price': '24.9'}, {'index': '12', 'category': '舒适', 'carModel': '滴滴豪华车', 'price': '78.2'}, {'index': '13', 'category': '六座', 'carModel': '六座专车', 'price': '47.7'}, {'index': '14', 'category': '六座', 'carModel': '六座豪华车', 'price': '187.6'}]}",打车去万象城，车型选择特价拼车和六座豪华车,sessionId20250626lhx0140,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","['4', '14']","['4', '14']",,万晓蓉,,,,,,,,,,,
滴滴车列表,"{'appName': '滴滴', 'taxiSkuList': [{'index': '0', 'category': '推荐', 'carModel': '特惠快车', 'price': '11.9'}, {'index': '1', 'category': '推荐', 'carModel': '滴滴快车', 'price': '13.1'}, {'index': '2', 'category': '推荐', 'carModel': '宽敞好车', 'price': '15.4'}, {'index': '3', 'category': '推荐', 'carModel': '如祺出行', 'price': '11.5'}, {'index': '4', 'category': '推荐', 'carModel': '极速拼车', 'price': '11.8-13.1'}, {'index': '5', 'category': '推荐', 'carModel': '滴滴专车', 'price': '22.4'}, {'index': '6', 'category': '特价', 'carModel': '花小猪外接版', 'price': '9.2'}, {'index': '7', 'category': '特价', 'carModel': '花小猪正价版', 'price': '10.1'}, {'index': '8', 'category': '快速', 'carModel': '曹操出行', 'price': '9.5'}, {'index': '9', 'category': '快速', 'carModel': '滴滴特快', 'price': '14.3'}, {'index': '10', 'category': '快速', 'carModel': '出租车', 'price': '21.0'}, {'index': '11', 'category': '快速', 'carModel': '滴滴轻享', 'price': '21.1'}, {'index': '12', 'category': '舒适', 'carModel': '滴滴豪华车', 'price': '77.0'}, {'index': '13', 'category': '六座', 'carModel': '六座专车', 'price': '43.3'}, {'index': '14', 'category': '六座', 'carModel': '六座豪华车', 'price': '179.3'}]}",打车去红山地铁站，车型选择20元以内的极速拼车,sessionId20250626lhx0141,"{'appName': '', 'carModelRelated': True, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}",['4'],['4'],,万晓蓉,,,,,,,,,,,
滴滴车列表,"{'appName': '滴滴', 'taxiSkuList': [{'index': '0', 'category': '拼车', 'carModel': '极速拼车', 'price': '7.2-8.0'}, {'index': '1', 'category': '特价', 'carModel': '花小猪外接版', 'price': '5.6'}, {'index': '2', 'category': '特价', 'carModel': '更多特价', 'price': '6.3'}, {'index': '3', 'category': '特价', 'carModel': '特惠快车', 'price': '7.4'}, {'index': '4', 'category': '快速', 'carModel': '滴滴快车', 'price': '8.1'}, {'index': '5', 'category': '快速', 'carModel': '特快出租车', 'price': '8.8'}, {'index': '6', 'category': '快速', 'carModel': '滴滴特快', 'price': '8.9'}, {'index': '7', 'category': '快速', 'carModel': '出租车', 'price': '13.1'}, {'index': '8', 'category': '舒适', 'carModel': '滴滴专车', 'price': '16.2'}, {'index': '9', 'category': '舒适', 'carModel': '滴滴豪华车', 'price': '82.0'}, {'index': '10', 'category': '六座', 'carModel': '六座专车', 'price': '43.1'}]}",打舒适车和滴滴专车去夫子庙景区，打车费用在20到100元之间,sessionId20250626lhx0142,"{'appName': '滴滴', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","['9', '10']","['9', '10']",,万晓蓉,,,,,,,,,,,
滴滴车列表,"{'appName': '滴滴', 'taxiSkuList': [{'index': '0', 'category': '拼车', 'carModel': '极速拼车', 'price': '8.1-9.0'}, {'index': '1', 'category': '特价', 'carModel': '花小猪外接版', 'price': '6.1'}, {'index': '2', 'category': '特价', 'carModel': '更多特价', 'price': '6.9'}, {'index': '3', 'category': '特价', 'carModel': '特惠快车', 'price': '8.4'}, {'index': '4', 'category': '快速', 'carModel': '滴滴快车', 'price': '9.0'}, {'index': '5', 'category': '快速', 'carModel': '特快出租车', 'price': '9.6'}, {'index': '6', 'category': '快速', 'carModel': '滴滴特快', 'price': '9.9'}, {'index': '7', 'category': '快速', 'carModel': '出租车', 'price': '15.5'}, {'index': '8', 'category': '舒适', 'carModel': '滴滴专车', 'price': '17.2'}, {'index': '9', 'category': '舒适', 'carModel': '滴滴豪华车', 'price': '61.5'}, {'index': '10', 'category': '六座', 'carModel': '六座专车', 'price': '46.0'}]}",打舒适车和滴滴专车去夫子庙景区，打车费用在10到100元之间,sessionId20250626lhx0143,"{'appName': '滴滴', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","['8', '9', '10']","['8', '9', '10']",,万晓蓉,,,,,,,,,,,
滴滴车列表,"{'appName': '滴滴', 'taxiSkuList': [{'index': '0', 'category': '拼车', 'carModel': '极速拼车', 'price': '8.1-9.0'}, {'index': '1', 'category': '特价', 'carModel': '花小猪外接版', 'price': '6.1'}, {'index': '2', 'category': '特价', 'carModel': '更多特价', 'price': '6.9'}, {'index': '3', 'category': '特价', 'carModel': '特惠快车', 'price': '8.4'}, {'index': '4', 'category': '快速', 'carModel': '滴滴快车', 'price': '9.0'}, {'index': '5', 'category': '快速', 'carModel': '特快出租车', 'price': '9.6'}, {'index': '6', 'category': '快速', 'carModel': '滴滴特快', 'price': '9.9'}, {'index': '7', 'category': '快速', 'carModel': '出租车', 'price': '15.5'}, {'index': '8', 'category': '舒适', 'carModel': '滴滴专车', 'price': '17.2'}, {'index': '9', 'category': '舒适', 'carModel': '滴滴豪华车', 'price': '61.5'}, {'index': '10', 'category': '六座', 'carModel': '六座专车', 'price': '46.0'}]}",打舒适车和滴滴专车去夫子庙景区，打车费用在10到100元之间,sessionId20250626lhx0144,"{'appName': '滴滴', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","['8', '9', '10']","['8', '9', '10']",,万晓蓉,,,,,,,,,,,
滴滴车列表,"{'appName': '滴滴', 'taxiSkuList': [{'index': '0', 'category': '推荐', 'carModel': '特惠快车', 'price': '12.1'}, {'index': '1', 'category': '推荐', 'carModel': '滴滴快车', 'price': '13.3'}, {'index': '2', 'category': '推荐', 'carModel': '宽敞好车', 'price': '15.6'}, {'index': '3', 'category': '推荐', 'carModel': '极速拼车', 'price': '11.9-13.3'}, {'index': '4', 'category': '推荐', 'carModel': '如祺出行', 'price': '12.4'}, {'index': '5', 'category': '推荐', 'carModel': '滴滴专车', 'price': '22.7'}, {'index': '6', 'category': '特价', 'carModel': '花小猪外接版', 'price': '10.3'}, {'index': '7', 'category': '特价', 'carModel': '花小猪正价版', 'price': '11.5'}, {'index': '8', 'category': '快速', 'carModel': '曹操出行', 'price': '14.0'}, {'index': '9', 'category': '快速', 'carModel': '滴滴特快', 'price': '14.3'}, {'index': '10', 'category': '快速', 'carModel': '出租车', 'price': '21.3'}, {'index': '11', 'category': '快速', 'carModel': '滴滴轻享', 'price': '21.4'}, {'index': '12', 'category': '舒适', 'carModel': '滴滴豪华车', 'price': '74.1'}, {'index': '13', 'category': '六座', 'carModel': '六座专车', 'price': '43.8'}, {'index': '14', 'category': '六座', 'carModel': '六座豪华车', 'price': '179.3'}]}",打车去红山地铁站，车型选择20元以内的极速拼车,sessionId20250626lhx0145,"{'appName': '', 'carModelRelated': True, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}",['3'],['3'],,万晓蓉,,,,,,,,,,,
滴滴车列表,"{'appName': '滴滴', 'taxiSkuList': [{'index': '0', 'category': '拼车', 'carModel': '极速拼车', 'price': '15.0'}, {'index': '1', 'category': '特价', 'carModel': '特惠快车', 'price': '17.0'}, {'index': '2', 'category': '特价', 'carModel': '如祺出行', 'price': '19.5'}, {'index': '3', 'category': '快速', 'carModel': '滴滴快车', 'price': '22.1'}, {'index': '4', 'category': '快速', 'carModel': '宽敞好车', 'price': '24.4'}, {'index': '5', 'category': '快速', 'carModel': '曹操出行', 'price': '22.4'}, {'index': '6', 'category': '快速', 'carModel': '滴滴特快', 'price': '23.9'}, {'index': '7', 'category': '快速', 'carModel': '滴滴轻享', 'price': '24.4'}, {'index': '8', 'category': '快速', 'carModel': '出租车', 'price': '31.1'}, {'index': '9', 'category': '舒适', 'carModel': '滴滴专车', 'price': '21.1'}, {'index': '10', 'category': '舒适', 'carModel': '滴滴豪华车', 'price': '76.6'}, {'index': '11', 'category': '六座', 'carModel': '六座专车', 'price': '40.4'}, {'index': '12', 'category': '六座', 'carModel': '六座豪华车', 'price': '174.8'}]}",帮我打50元以下的车去深圳北站,sessionId20250626lhx0146,"{'appName': '', 'carModelRelated': False, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '11']","['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '11']",,万晓蓉,,,,,,,,,,,
高德车列表,"{'appName': '高德地图', 'taxiSkuList': [{'index': '0', 'category': '', 'carModel': '极速拼车', 'price': '18.1-29.0'}, {'index': '1', 'category': '', 'carModel': '特惠快车', 'price': '25-28.5'}, {'index': '2', 'category': '经济型', 'carModel': 'T3出行', 'price': '22'}, {'index': '3', 'category': '经济型', 'carModel': '中军出行', 'price': '24'}, {'index': '4', 'category': '经济型', 'carModel': '斑马快跑', 'price': '25'}, {'index': '5', 'category': '经济型', 'carModel': '飞嘀打车', 'price': '26'}, {'index': '6', 'category': '经济型', 'carModel': '中交出行', 'price': '26'}, {'index': '7', 'category': '经济型', 'carModel': '900出行', 'price': '27'}, {'index': '8', 'category': '经济型', 'carModel': '如祺出行', 'price': '27'}, {'index': '9', 'category': '经济型', 'carModel': '5U出行', 'price': '27'}, {'index': '10', 'category': '经济型', 'carModel': '神州专车', 'price': '28'}, {'index': '11', 'category': '经济型', 'carModel': '东潮出行', 'price': '28'}, {'index': '12', 'category': '经济型', 'carModel': '全民GO', 'price': '28'}, {'index': '13', 'category': '经济型', 'carModel': '妥妥E行', 'price': '28'}, {'index': '14', 'category': '经济型', 'carModel': '享道出行', 'price': '28'}, {'index': '15', 'category': '经济型', 'carModel': '及时用车', 'price': '28'}, {'index': '16', 'category': '经济型', 'carModel': '曹操出行', 'price': '31'}, {'index': '17', 'category': '经济型', 'carModel': '阳光出行', 'price': '32'}, {'index': '18', 'category': '经济型', 'carModel': '首汽约车', 'price': '35'}, {'index': '19', 'category': '经济型', 'carModel': '聚的新出租', 'price': '47'}, {'index': '20', 'category': '经济型', 'carModel': '深圳出租', 'price': '47'}, {'index': '21', 'category': '特快车', 'carModel': 'undefined', 'price': '42'}, {'index': '22', 'category': '出租车', 'carModel': 'undefined', 'price': ''}, {'index': '23', 'category': '优享型', 'carModel': '中交出行', 'price': '30'}, {'index': '24', 'category': '优享型', 'carModel': '斑马快跑', 'price': '31'}, {'index': '25', 'category': '优享型', 'carModel': '曹操出行', 'price': '31'}, {'index': '26', 'category': '优享型', 'carModel': '东潮出行', 'price': '31'}, {'index': '27', 'category': '优享型', 'carModel': '全民GO', 'price': '34'}, {'index': '28', 'category': '优享型', 'carModel': '飞嘀打车', 'price': '34'}, {'index': '29', 'category': '优享型', 'carModel': '享道出行', 'price': '34'}, {'index': '30', 'category': '优享型', 'carModel': '妥妥E行', 'price': '34'}, {'index': '31', 'category': '优享型', 'carModel': '及时用车', 'price': '35'}, {'index': '32', 'category': '优享型', 'carModel': 'T3出行', 'price': '39'}, {'index': '33', 'category': '优享型', 'carModel': '首汽约车', 'price': '39'}, {'index': '34', 'category': '优享型', 'carModel': '阳光出行', 'price': '39'}, {'index': '35', 'category': '轻享专车', 'carModel': 'undefined', 'price': '39-55'}, {'index': '36', 'category': '六座商务', 'carModel': 'undefined', 'price': '75-91'}, {'index': '37', 'category': '豪华型', 'carModel': 'undefined', 'price': '86-108'}]}",打车去动物园，选80元以内的车型,sessionId20250626lhx0147,"{'appName': '', 'carModelRelated': False, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35']","['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35']",,万晓蓉,,,,,,,,,,,
